Sample Number,Juice/Wine,Skin colour,Flesh colour,Catechin,Epicatechin,Caftaric-acid,Caffeic-acid,Malv-Glu,Total Flavan-3-ols,Total Hydroxycinnamic acids,Total Flavonols,Total anthocyanins,Total Phenolics
205,AF,red,red,"44,6085708855082","120,026752044117","8,47053144280897",0,"542,144231630068","1210,34625962188","19,8197756654296","96,2962610536469","777,575680124513","2104,03797646547"
205,BF,red,red,"300,909188703968","648,351526073433","23,1307845778545","48,1183972111676","1908,78616318397","6282,30137462734","177,04446427806","294,860433856839","3512,24705262282","10266,4533253851"
208,AF,red,green,"15,3365222313602","14,3408542057655",0,"3,8772025453049","101,930830319453","455,16444611837","9,61818289750269","18,8186313759534","124,397271032606","607,998531424433"
208,BF,red,green,"166,409521363275","45,0217906403323",0,"13,5458457111933","214,318189256153","605,445855543606","39,280683858146","41,6277591338289","315,995690026355","1002,34998856194"
212,BF,green,green,"118,943475089196",0,0,0,0,"291,033518588676","1,16722645471306","4,21164658445237",0,"296,412391627841"
212,AF,green,green,0,0,"2,77966765120266",0,0,"650,945694380837","4,72820569572482","2,01662308897346",0,"657,690523165535"
214,BF,red,red,"653,837300314892","401,423631742125","15,5421833644737","12,7760593515467","1105,55226767006","2578,70496445993","106,461000684311","111,707351538726","2063,08671480806","4859,96003149103"
214,AF,red,red,"53,8796984609304","55,3901590213329","10,3683391976858",0,"505,494375653909","918,583053119254","20,4275232321595","67,0436402608225","684,0781162975","1690,13233290974"
215,AF,red,red,"50,6140081631631","67,6315868253513","2,29516667648075","1,53794865912571","404,388560670702","2132,38055807423","18,7829482196359","72,082839355251","661,732962423289","2884,97930807241"
215,BF,red,red,"224,290997977113","689,923914730934","5,35347675268204","3,85542951011584","772,951186780742","3911,90224611998","91,1882273871599","111,349556036587","1796,89634985548","5911,3363793992"
G1,AF,red,green,"7,72684645218889","5,89501194943962","1,97784046896762",0,"95,5558113864318","432,033614393851","1,97784046896762","19,6024224918921","120,543303144987","574,157180499698"
G1,BF,red,green,"115,476197720913","34,6931257000876","4,60757319918858","2,49655040441439","180,649917720589","950,212970111217","8,78293112846898","42,9058790327447","258,779461990731","1260,68124226316"
